indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of people (all ages) living with HIV,Europe,Turkmenistan,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Tuvalu,2020,,
Estimated number of people (all ages) living with HIV,Europe,United Kingdom of Great Britain and Northern Ireland,2020,,
Estimated number of people (all ages) living with HIV,Americas,United States of America,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Vanuatu,2020,,
Estimated number of people (all ages) living with HIV,Africa,Comoros,2015,,200
Estimated number of people (all ages) living with HIV,Europe,Bosnia and Herzegovina,2015,,500
Estimated number of people (all ages) living with HIV,Europe,Iceland,2015,,500
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Jordan,2015,,500
Estimated number of people (all ages) living with HIV,Europe,Montenegro,2015,,500
Estimated number of people (all ages) living with HIV,Europe,North Macedonia,2015,,500
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Qatar,2015,,500
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Syrian Arab Republic,2015,,500
Estimated number of people (all ages) living with HIV,Africa,Zambia,2015,,1200000
Estimated number of people (all ages) living with HIV,Africa,Uganda,2015,,1300000
Estimated number of people (all ages) living with HIV,Africa,United Republic of Tanzania,2015,,1400000
Estimated number of people (all ages) living with HIV,Africa,Zimbabwe,2015,,1400000
Estimated number of people (all ages) living with HIV,Africa,Kenya,2015,,1500000
Estimated number of people (all ages) living with HIV,Africa,Nigeria,2015,,1900000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Djibouti,2015,,10000
Estimated number of people (all ages) living with HIV,Africa,Congo,2015,,100000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iraq,2015,,1000
Estimated number of people (all ages) living with HIV,Europe,Luxembourg,2015,,1000
Estimated number of people (all ages) living with HIV,Africa,Malawi,2015,,1000000
Estimated number of people (all ages) living with HIV,Europe,Tajikistan,2015,,11000
Estimated number of people (all ages) living with HIV,South-East Asia,Bangladesh,2015,,11000
Estimated number of people (all ages) living with HIV,Europe,Greece,2015,,11000
Estimated number of people (all ages) living with HIV,Africa,Mauritius,2015,,11000
Estimated number of people (all ages) living with HIV,Americas,Argentina,2015,,110000
Estimated number of people (all ages) living with HIV,Americas,Venezuela (Bolivarian Republic of),2015,,110000
Estimated number of people (all ages) living with HIV,Africa,Togo,2015,,110000
Estimated number of people (all ages) living with HIV,Africa,Chad,2015,,110000
Estimated number of people (all ages) living with HIV,Africa,Burkina Faso,2015,,110000
Estimated number of people (all ages) living with HIV,Western Pacific,Fiji,2015,,1100
Estimated number of people (all ages) living with HIV,Europe,Albania,2015,,1100
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Somalia,2015,,12000
Estimated number of people (all ages) living with HIV,Americas,Uruguay,2015,,12000
Estimated number of people (all ages) living with HIV,Africa,Guinea,2015,,120000
Estimated number of people (all ages) living with HIV,Africa,Mali,2015,,120000
Estimated number of people (all ages) living with HIV,Americas,Haiti,2015,,120000
Estimated number of people (all ages) living with HIV,Americas,Costa Rica,2015,,13000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Egypt,2015,,13000
Estimated number of people (all ages) living with HIV,Western Pacific,Lao People's Democratic Republic,2015,,13000
Estimated number of people (all ages) living with HIV,Europe,Italy,2015,,130000
Estimated number of people (all ages) living with HIV,South-East Asia,Timor-Leste,2015,,1300
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Pakistan,2015,,140000
Estimated number of people (all ages) living with HIV,Europe,Spain,2015,,140000
Estimated number of people (all ages) living with HIV,Americas,Paraguay,2015,,15000
Estimated number of people (all ages) living with HIV,Africa,Algeria,2015,,15000
Estimated number of people (all ages) living with HIV,Europe,Romania,2015,,15000
Estimated number of people (all ages) living with HIV,Europe,Croatia,2015,,1500
Estimated number of people (all ages) living with HIV,Europe,Republic of Moldova,2015,,16000
Estimated number of people (all ages) living with HIV,Europe,Switzerland,2015,,16000
Estimated number of people (all ages) living with HIV,Africa,Eritrea,2015,,17000
Estimated number of people (all ages) living with HIV,Africa,South Sudan,2015,,170000
Estimated number of people (all ages) living with HIV,Europe,France,2015,,170000
Estimated number of people (all ages) living with HIV,Americas,Colombia,2015,,170000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Morocco,2015,,19000
Estimated number of people (all ages) living with HIV,Africa,Mozambique,2015,,2000000
Estimated number of people (all ages) living with HIV,Americas,Barbados,2015,,2100
Estimated number of people (all ages) living with HIV,Americas,Honduras,2015,,22000
Estimated number of people (all ages) living with HIV,Americas,El Salvador,2015,,22000
Estimated number of people (all ages) living with HIV,Europe,Netherlands (Kingdom of the),2015,,22000
Estimated number of people (all ages) living with HIV,Americas,Bolivia (Plurinational State of),2015,,23000
Estimated number of people (all ages) living with HIV,Americas,Panama,2015,,23000
Estimated number of people (all ages) living with HIV,Africa,Namibia,2015,,230000
Estimated number of people (all ages) living with HIV,Africa,Eswatini,2015,,230000
Estimated number of people (all ages) living with HIV,Europe,Belarus,2015,,24000
Estimated number of people (all ages) living with HIV,Western Pacific,Viet Nam,2015,,240000
Estimated number of people (all ages) living with HIV,Europe,Ukraine,2015,,240000
Estimated number of people (all ages) living with HIV,Africa,Rwanda,2015,,240000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Lebanon,2015,,2400
Estimated number of people (all ages) living with HIV,Western Pacific,Australia,2015,,25000
Estimated number of people (all ages) living with HIV,Americas,Jamaica,2015,,25000
Estimated number of people (all ages) living with HIV,Africa,Gambia,2015,,26000
Estimated number of people (all ages) living with HIV,South-East Asia,Myanmar,2015,,260000
Estimated number of people (all ages) living with HIV,Europe,Bulgaria,2015,,2600
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Oman,2015,,2600
Estimated number of people (all ages) living with HIV,Europe,Kazakhstan,2015,,27000
Estimated number of people (all ages) living with HIV,Americas,Mexico,2015,,270000
Estimated number of people (all ages) living with HIV,Europe,Serbia,2015,,2700
Estimated number of people (all ages) living with HIV,Europe,Lithuania,2015,,2700
Estimated number of people (all ages) living with HIV,Africa,Cabo Verde,2015,,2700
Estimated number of people (all ages) living with HIV,Africa,Angola,2015,,300000
Estimated number of people (all ages) living with HIV,Africa,Lesotho,2015,,300000
Estimated number of people (all ages) living with HIV,Europe,Czechia,2015,,3000
Estimated number of people (all ages) living with HIV,Western Pacific,New Zealand,2015,,3000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Sudan,2015,,31000
Estimated number of people (all ages) living with HIV,Americas,Cuba,2015,,31000
Estimated number of people (all ages) living with HIV,South-East Asia,Nepal,2015,,31000
Estimated number of people (all ages) living with HIV,Americas,Guatemala,2015,,31000
Estimated number of people (all ages) living with HIV,Africa,Ghana,2015,,310000
Estimated number of people (all ages) living with HIV,Africa,Niger,2015,,32000
Estimated number of people (all ages) living with HIV,Europe,Armenia,2015,,3400
Estimated number of people (all ages) living with HIV,Americas,Belize,2015,,3400
Estimated number of people (all ages) living with HIV,Africa,Botswana,2015,,350000
Estimated number of people (all ages) living with HIV,Africa,Madagascar,2015,,36000
Estimated number of people (all ages) living with HIV,Africa,Guinea-Bissau,2015,,37000
Estimated number of people (all ages) living with HIV,Africa,Liberia,2015,,38000
Estimated number of people (all ages) living with HIV,Americas,Ecuador,2015,,38000
Estimated number of people (all ages) living with HIV,Europe,Uzbekistan,2015,,39000
Estimated number of people (all ages) living with HIV,Africa,Senegal,2015,,40000
Estimated number of people (all ages) living with HIV,Americas,Bahamas,2015,,4300
Estimated number of people (all ages) living with HIV,Europe,Portugal,2015,,44000
Estimated number of people (all ages) living with HIV,Western Pacific,Papua New Guinea,2015,,45000
Estimated number of people (all ages) living with HIV,South-East Asia,Sri Lanka,2015,,4500
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iran (Islamic Republic of),2015,,46000
Estimated number of people (all ages) living with HIV,Africa,Cote d'Ivoire,2015,,460000
Estimated number of people (all ages) living with HIV,Africa,Democratic Republic of the Congo,2015,,490000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Kuwait,2015,,510
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Libya,2015,,5100
Estimated number of people (all ages) living with HIV,Africa,Gabon,2015,,52000
Estimated number of people (all ages) living with HIV,Western Pacific,Mongolia,2015,,520
Estimated number of people (all ages) living with HIV,Europe,Georgia,2015,,5200
Estimated number of people (all ages) living with HIV,Western Pacific,Philippines,2015,,53000
Estimated number of people (all ages) living with HIV,Americas,Chile,2015,,53000
Estimated number of people (all ages) living with HIV,South-East Asia,Indonesia,2015,,530000
Estimated number of people (all ages) living with HIV,Europe,Latvia,2015,,5400
Estimated number of people (all ages) living with HIV,Americas,Canada,2015,,55000
Estimated number of people (all ages) living with HIV,Europe,Malta,2015,,560
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Tunisia,2015,,5700
Estimated number of people (all ages) living with HIV,Europe,Denmark,2015,,5900
Estimated number of people (all ages) living with HIV,Europe,Ireland,2015,,5900
Estimated number of people (all ages) living with HIV,Americas,Suriname,2015,,5900
Estimated number of people (all ages) living with HIV,Africa,South Africa,2015,,6800000
Estimated number of people (all ages) living with HIV,Western Pacific,Singapore,2015,,6100
Estimated number of people (all ages) living with HIV,South-East Asia,Thailand,2015,,640000
Estimated number of people (all ages) living with HIV,Africa,Ethiopia,2015,,650000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Afghanistan,2015,,6500
Estimated number of people (all ages) living with HIV,Africa,Sierra Leone,2015,,66000
Estimated number of people (all ages) living with HIV,Europe,Slovenia,2015,,670
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Saudi Arabia,2015,,6700
Estimated number of people (all ages) living with HIV,Europe,Estonia,2015,,6900
Estimated number of people (all ages) living with HIV,Africa,Benin,2015,,71000
Estimated number of people (all ages) living with HIV,Europe,Kyrgyzstan,2015,,7100
Estimated number of people (all ages) living with HIV,Americas,Peru,2015,,72000
Estimated number of people (all ages) living with HIV,Africa,Mauritania,2015,,7300
Estimated number of people (all ages) living with HIV,Americas,Dominican Republic,2015,,74000
Estimated number of people (all ages) living with HIV,Europe,Israel,2015,,7400
Estimated number of people (all ages) living with HIV,Europe,Slovakia,2015,,750
Estimated number of people (all ages) living with HIV,Americas,Brazil,2015,,770000
Estimated number of people (all ages) living with HIV,Europe,Germany,2015,,78000
Estimated number of people (all ages) living with HIV,Americas,Guyana,2015,,7900
Estimated number of people (all ages) living with HIV,Western Pacific,Cambodia,2015,,81000
Estimated number of people (all ages) living with HIV,Western Pacific,Malaysia,2015,,81000
Estimated number of people (all ages) living with HIV,Africa,Burundi,2015,,85000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,United Arab Emirates,2015,,860
Estimated number of people (all ages) living with HIV,Europe,Azerbaijan,2015,,8600
Estimated number of people (all ages) living with HIV,Americas,Nicaragua,2015,,9000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Yemen,2015,,9300
Estimated number of people (all ages) living with HIV,South-East Asia,Bhutan,2015,,980
Estimated number of people (all ages) living with HIV,Europe,Andorra,2015,,
Estimated number of people (all ages) living with HIV,Americas,Antigua and Barbuda,2015,,
Estimated number of people (all ages) living with HIV,Europe,Austria,2015,,
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Bahrain,2015,,
Estimated number of people (all ages) living with HIV,Europe,Belgium,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Brunei Darussalam,2015,,
Estimated number of people (all ages) living with HIV,Africa,Cameroon,2015,,
Estimated number of people (all ages) living with HIV,Africa,Central African Republic,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,China,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Cook Islands,2015,,
Estimated number of people (all ages) living with HIV,Europe,Cyprus,2015,,
Estimated number of people (all ages) living with HIV,South-East Asia,Democratic People's Republic of Korea,2015,,
Estimated number of people (all ages) living with HIV,Americas,Dominica,2015,,
Estimated number of people (all ages) living with HIV,Africa,Equatorial Guinea,2015,,
Estimated number of people (all ages) living with HIV,Europe,Finland,2015,,
Estimated number of people (all ages) living with HIV,Americas,Grenada,2015,,
Estimated number of people (all ages) living with HIV,Europe,Hungary,2015,,
Estimated number of people (all ages) living with HIV,South-East Asia,India,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Japan,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Kiribati,2015,,
Estimated number of people (all ages) living with HIV,South-East Asia,Maldives,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Marshall Islands,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Micronesia (Federated States of),2015,,
Estimated number of people (all ages) living with HIV,Europe,Monaco,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Nauru,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Niue,2015,,
Estimated number of people (all ages) living with HIV,Europe,Norway,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Palau,2015,,
Estimated number of people (all ages) living with HIV,Europe,Poland,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Republic of Korea,2015,,
Estimated number of people (all ages) living with HIV,Europe,Russian Federation,2015,,
Estimated number of people (all ages) living with HIV,Americas,Saint Kitts and Nevis,2015,,
Estimated number of people (all ages) living with HIV,Americas,Saint Lucia,2015,,
Estimated number of people (all ages) living with HIV,Americas,Saint Vincent and the Grenadines,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Samoa,2015,,
Estimated number of people (all ages) living with HIV,Europe,San Marino,2015,,
Estimated number of people (all ages) living with HIV,Africa,Sao Tome and Principe,2015,,
Estimated number of people (all ages) living with HIV,Africa,Seychelles,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Solomon Islands,2015,,
Estimated number of people (all ages) living with HIV,Europe,Sweden,2015,,
Estimated number of people (all ages) living with HIV,Europe,Türkiye,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Tonga,2015,,
Estimated number of people (all ages) living with HIV,Americas,Trinidad and Tobago,2015,,
Estimated number of people (all ages) living with HIV,Europe,Turkmenistan,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Tuvalu,2015,,
Estimated number of people (all ages) living with HIV,Europe,United Kingdom of Great Britain and Northern Ireland,2015,,
Estimated number of people (all ages) living with HIV,Americas,United States of America,2015,,
Estimated number of people (all ages) living with HIV,Western Pacific,Vanuatu,2015,,
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Qatar,2010,,100
Estimated number of people (all ages) living with HIV,Africa,Comoros,2010,,200
Estimated number of people (all ages) living with HIV,Europe,Bosnia and Herzegovina,2010,,200
Estimated number of people (all ages) living with HIV,Europe,Iceland,2010,,200
Estimated number of people (all ages) living with HIV,Europe,Montenegro,2010,,200
Estimated number of people (all ages) living with HIV,Europe,North Macedonia,2010,,200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Jordan,2010,,500
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Kuwait,2010,,500
Estimated number of people (all ages) living with HIV,Europe,Malta,2010,,500
Estimated number of people (all ages) living with HIV,Western Pacific,Mongolia,2010,,500
Estimated number of people (all ages) living with HIV,Europe,Slovakia,2010,,500
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Syrian Arab Republic,2010,,500
Estimated number of people (all ages) living with HIV,Europe,Slovenia,2010,,500
Estimated number of people (all ages) living with HIV,Africa,Uganda,2010,,1200000
Estimated number of people (all ages) living with HIV,Africa,United Republic of Tanzania,2010,,1200000
Estimated number of people (all ages) living with HIV,Africa,Zimbabwe,2010,,1300000
Estimated number of people (all ages) living with HIV,Africa,Kenya,2010,,1500000
Estimated number of people (all ages) living with HIV,Africa,Mozambique,2010,,1600000
Estimated number of people (all ages) living with HIV,Africa,Nigeria,2010,,1800000
Estimated number of people (all ages) living with HIV,Africa,Algeria,2010,,10000
Estimated number of people (all ages) living with HIV,Africa,Guinea,2010,,100000
Estimated number of people (all ages) living with HIV,South-East Asia,Timor-Leste,2010,,1000
Estimated number of people (all ages) living with HIV,Americas,Paraguay,2010,,11000
Estimated number of people (all ages) living with HIV,Americas,Venezuela (Bolivarian Republic of),2010,,110000
Estimated number of people (all ages) living with HIV,Americas,Haiti,2010,,110000
Estimated number of people (all ages) living with HIV,Africa,Chad,2010,,110000
Estimated number of people (all ages) living with HIV,Europe,Italy,2010,,120000
Estimated number of people (all ages) living with HIV,Africa,Mali,2010,,120000
Estimated number of people (all ages) living with HIV,Africa,Burkina Faso,2010,,120000
Estimated number of people (all ages) living with HIV,Africa,Togo,2010,,120000
Estimated number of people (all ages) living with HIV,Europe,Croatia,2010,,1200
Estimated number of people (all ages) living with HIV,Europe,Switzerland,2010,,13000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Djibouti,2010,,13000
Estimated number of people (all ages) living with HIV,Europe,Spain,2010,,130000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Lebanon,2010,,1300
Estimated number of people (all ages) living with HIV,Europe,Romania,2010,,14000
Estimated number of people (all ages) living with HIV,Europe,France,2010,,140000
Estimated number of people (all ages) living with HIV,Americas,Colombia,2010,,140000
Estimated number of people (all ages) living with HIV,Europe,Republic of Moldova,2010,,16000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Somalia,2010,,16000
Estimated number of people (all ages) living with HIV,Europe,Belarus,2010,,16000
Estimated number of people (all ages) living with HIV,Africa,South Sudan,2010,,160000
Estimated number of people (all ages) living with HIV,Europe,Kazakhstan,2010,,17000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Morocco,2010,,17000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Oman,2010,,1700
Estimated number of people (all ages) living with HIV,Western Pacific,Philippines,2010,,18000
Estimated number of people (all ages) living with HIV,Europe,Armenia,2010,,1800
Estimated number of people (all ages) living with HIV,Americas,Panama,2010,,19000
Estimated number of people (all ages) living with HIV,Europe,Netherlands (Kingdom of the),2010,,19000
Estimated number of people (all ages) living with HIV,Americas,Bolivia (Plurinational State of),2010,,20000
Estimated number of people (all ages) living with HIV,Western Pacific,Australia,2010,,20000
Estimated number of people (all ages) living with HIV,Africa,Eswatini,2010,,200000
Estimated number of people (all ages) living with HIV,Europe,Serbia,2010,,2000
Estimated number of people (all ages) living with HIV,Europe,Bulgaria,2010,,2000
Estimated number of people (all ages) living with HIV,Americas,Barbados,2010,,2000
Estimated number of people (all ages) living with HIV,Africa,Eritrea,2010,,21000
Estimated number of people (all ages) living with HIV,Americas,El Salvador,2010,,21000
Estimated number of people (all ages) living with HIV,Americas,Mexico,2010,,210000
Estimated number of people (all ages) living with HIV,Western Pacific,Viet Nam,2010,,210000
Estimated number of people (all ages) living with HIV,Africa,Namibia,2010,,210000
Estimated number of people (all ages) living with HIV,Europe,Lithuania,2010,,2100
Estimated number of people (all ages) living with HIV,Americas,Cuba,2010,,22000
Estimated number of people (all ages) living with HIV,Europe,Czechia,2010,,2200
Estimated number of people (all ages) living with HIV,Africa,Cabo Verde,2010,,2200
Estimated number of people (all ages) living with HIV,Africa,Madagascar,2010,,23000
Estimated number of people (all ages) living with HIV,Africa,Gambia,2010,,23000
Estimated number of people (all ages) living with HIV,Europe,Uzbekistan,2010,,23000
Estimated number of people (all ages) living with HIV,Africa,Rwanda,2010,,230000
Estimated number of people (all ages) living with HIV,South-East Asia,Myanmar,2010,,240000
Estimated number of people (all ages) living with HIV,Western Pacific,New Zealand,2010,,2400
Estimated number of people (all ages) living with HIV,Americas,Jamaica,2010,,25000
Estimated number of people (all ages) living with HIV,Americas,Honduras,2010,,25000
Estimated number of people (all ages) living with HIV,Europe,Ukraine,2010,,250000
Estimated number of people (all ages) living with HIV,Africa,Angola,2010,,250000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Sudan,2010,,26000
Estimated number of people (all ages) living with HIV,Europe,Georgia,2010,,2600
Estimated number of people (all ages) living with HIV,Africa,Lesotho,2010,,280000
Estimated number of people (all ages) living with HIV,Americas,Belize,2010,,2900
Estimated number of people (all ages) living with HIV,Americas,Guatemala,2010,,30000
Estimated number of people (all ages) living with HIV,Africa,Ghana,2010,,300000
Estimated number of people (all ages) living with HIV,Americas,Ecuador,2010,,31000
Estimated number of people (all ages) living with HIV,Africa,Botswana,2010,,320000
Estimated number of people (all ages) living with HIV,Western Pacific,Papua New Guinea,2010,,33000
Estimated number of people (all ages) living with HIV,South-East Asia,Nepal,2010,,34000
Estimated number of people (all ages) living with HIV,Americas,Chile,2010,,36000
Estimated number of people (all ages) living with HIV,Africa,Guinea-Bissau,2010,,37000
Estimated number of people (all ages) living with HIV,Africa,Niger,2010,,38000
Estimated number of people (all ages) living with HIV,Western Pacific,Singapore,2010,,4000
Estimated number of people (all ages) living with HIV,Europe,Kyrgyzstan,2010,,4000
Estimated number of people (all ages) living with HIV,Africa,Liberia,2010,,41000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Afghanistan,2010,,4100
Estimated number of people (all ages) living with HIV,Europe,Portugal,2010,,42000
Estimated number of people (all ages) living with HIV,South-East Asia,Indonesia,2010,,420000
Estimated number of people (all ages) living with HIV,Africa,Senegal,2010,,43000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Libya,2010,,4300
Estimated number of people (all ages) living with HIV,South-East Asia,Sri Lanka,2010,,4300
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Tunisia,2010,,4400
Estimated number of people (all ages) living with HIV,Americas,Bahamas,2010,,4400
Estimated number of people (all ages) living with HIV,Europe,Ireland,2010,,4600
Estimated number of people (all ages) living with HIV,Europe,Latvia,2010,,4600
Estimated number of people (all ages) living with HIV,Africa,Gabon,2010,,47000
Estimated number of people (all ages) living with HIV,Americas,Canada,2010,,49000
Estimated number of people (all ages) living with HIV,Africa,South Africa,2010,,5900000
Estimated number of people (all ages) living with HIV,Africa,Cote d'Ivoire,2010,,520000
Estimated number of people (all ages) living with HIV,Americas,Suriname,2010,,5200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iran (Islamic Republic of),2010,,53000
Estimated number of people (all ages) living with HIV,Africa,Democratic Republic of the Congo,2010,,530000
Estimated number of people (all ages) living with HIV,Europe,Denmark,2010,,5300
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,United Arab Emirates,2010,,570
Estimated number of people (all ages) living with HIV,Africa,Sierra Leone,2010,,59000
Estimated number of people (all ages) living with HIV,Europe,Israel,2010,,5900
Estimated number of people (all ages) living with HIV,Americas,Peru,2010,,61000
Estimated number of people (all ages) living with HIV,Europe,Estonia,2010,,6200
Estimated number of people (all ages) living with HIV,Americas,Brazil,2010,,640000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Egypt,2010,,6400
Estimated number of people (all ages) living with HIV,Europe,Germany,2010,,65000
Estimated number of people (all ages) living with HIV,Western Pacific,Fiji,2010,,660
Estimated number of people (all ages) living with HIV,Africa,Ethiopia,2010,,660000
Estimated number of people (all ages) living with HIV,Americas,Guyana,2010,,6700
Estimated number of people (all ages) living with HIV,Africa,Benin,2010,,68000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iraq,2010,,700
Estimated number of people (all ages) living with HIV,Europe,Albania,2010,,710
Estimated number of people (all ages) living with HIV,South-East Asia,Thailand,2010,,720000
Estimated number of people (all ages) living with HIV,South-East Asia,Bangladesh,2010,,7200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Yemen,2010,,7300
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Saudi Arabia,2010,,7300
Estimated number of people (all ages) living with HIV,Western Pacific,Malaysia,2010,,74000
Estimated number of people (all ages) living with HIV,Americas,Dominican Republic,2010,,74000
Estimated number of people (all ages) living with HIV,Europe,Luxembourg,2010,,760
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Pakistan,2010,,79000
Estimated number of people (all ages) living with HIV,Europe,Greece,2010,,7900
Estimated number of people (all ages) living with HIV,Europe,Azerbaijan,2010,,7900
Estimated number of people (all ages) living with HIV,South-East Asia,Bhutan,2010,,820
Estimated number of people (all ages) living with HIV,Western Pacific,Cambodia,2010,,84000
Estimated number of people (all ages) living with HIV,Americas,Nicaragua,2010,,8500
Estimated number of people (all ages) living with HIV,Europe,Tajikistan,2010,,8800
Estimated number of people (all ages) living with HIV,Africa,Mauritania,2010,,8800
Estimated number of people (all ages) living with HIV,Americas,Uruguay,2010,,9000
Estimated number of people (all ages) living with HIV,Americas,Argentina,2010,,92000
Estimated number of people (all ages) living with HIV,Americas,Costa Rica,2010,,9200
Estimated number of people (all ages) living with HIV,Africa,Malawi,2010,,930000
Estimated number of people (all ages) living with HIV,Africa,Burundi,2010,,94000
Estimated number of people (all ages) living with HIV,Africa,Zambia,2010,,940000
Estimated number of people (all ages) living with HIV,Africa,Congo,2010,,95000
Estimated number of people (all ages) living with HIV,Western Pacific,Lao People's Democratic Republic,2010,,9500
Estimated number of people (all ages) living with HIV,Africa,Mauritius,2010,,9600
Estimated number of people (all ages) living with HIV,Europe,Andorra,2010,,
Estimated number of people (all ages) living with HIV,Americas,Antigua and Barbuda,2010,,
Estimated number of people (all ages) living with HIV,Europe,Austria,2010,,
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Bahrain,2010,,
Estimated number of people (all ages) living with HIV,Europe,Belgium,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Brunei Darussalam,2010,,
Estimated number of people (all ages) living with HIV,Africa,Cameroon,2010,,
Estimated number of people (all ages) living with HIV,Africa,Central African Republic,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,China,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Cook Islands,2010,,
Estimated number of people (all ages) living with HIV,Europe,Cyprus,2010,,
Estimated number of people (all ages) living with HIV,South-East Asia,Democratic People's Republic of Korea,2010,,
Estimated number of people (all ages) living with HIV,Americas,Dominica,2010,,
Estimated number of people (all ages) living with HIV,Africa,Equatorial Guinea,2010,,
Estimated number of people (all ages) living with HIV,Europe,Finland,2010,,
Estimated number of people (all ages) living with HIV,Americas,Grenada,2010,,
Estimated number of people (all ages) living with HIV,Europe,Hungary,2010,,
Estimated number of people (all ages) living with HIV,South-East Asia,India,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Japan,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Kiribati,2010,,
Estimated number of people (all ages) living with HIV,South-East Asia,Maldives,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Marshall Islands,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Micronesia (Federated States of),2010,,
Estimated number of people (all ages) living with HIV,Europe,Monaco,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Nauru,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Niue,2010,,
Estimated number of people (all ages) living with HIV,Europe,Norway,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Palau,2010,,
Estimated number of people (all ages) living with HIV,Europe,Poland,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Republic of Korea,2010,,
Estimated number of people (all ages) living with HIV,Europe,Russian Federation,2010,,
Estimated number of people (all ages) living with HIV,Americas,Saint Kitts and Nevis,2010,,
Estimated number of people (all ages) living with HIV,Americas,Saint Lucia,2010,,
Estimated number of people (all ages) living with HIV,Americas,Saint Vincent and the Grenadines,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Samoa,2010,,
Estimated number of people (all ages) living with HIV,Europe,San Marino,2010,,
Estimated number of people (all ages) living with HIV,Africa,Sao Tome and Principe,2010,,
Estimated number of people (all ages) living with HIV,Africa,Seychelles,2010,,
Estimated number of people (all ages) living with HIV,Western Pacific,Solomon Islands,2010,,
Estimated number of people (all ages) living with HIV,Europe,Sweden,2010,,
Estimated number of people (all ages) living with HIV,Europe,Türkiye,2010,,
