indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tonga,2015,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Trinidad and Tobago,2015,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Turkmenistan,2015,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tuvalu,2015,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,United Arab Emirates,2015,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,United Kingdom of Great Britain and Northern Ireland,2015,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,United States of America,2015,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Vanuatu,2015,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Armenia,2010,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Fiji,2010,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Georgia,2010,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritius,2010,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cabo Verde,2010,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Libya,2010,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Azerbaijan,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Belize,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Philippines,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Tunisia,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Afghanistan,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Uruguay,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bangladesh,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Chile,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Costa Rica,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Cuba,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Egypt,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Suriname,2010,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Republic of Moldova,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Algeria,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,El Salvador,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Kyrgyzstan,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Lao People's Democratic Republic,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Malaysia,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Nicaragua,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Panama,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Paraguay,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guyana,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Yemen,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea,2010,,11000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Djibouti,2010,,1100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Ecuador,2010,,1100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Benin,2010,,12000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burundi,2010,,12000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Malawi,2010,,120000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Uganda,2010,,130000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,United Republic of Tanzania,2010,,130000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Madagascar,2010,,1300
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mali,2010,,14000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eswatini,2010,,14000
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Nepal,2010,,1400
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Togo,2010,,15000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mozambique,2010,,160000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eritrea,2010,,1600
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Thailand,2010,,17000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zimbabwe,2010,,170000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Chad,2010,,18000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Botswana,2010,,18000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Sudan,2010,,19000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Lesotho,2010,,19000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Nigeria,2010,,190000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Kenya,2010,,200000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burkina Faso,2010,,21000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Mexico,2010,,2200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gambia,2010,,2300
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Honduras,2010,,2300
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Somalia,2010,,2600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Rwanda,2010,,27000
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Papua New Guinea,2010,,2700
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guatemala,2010,,2700
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Sudan,2010,,3100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Angola,2010,,32000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ghana,2010,,34000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Africa,2010,,370000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gabon,2010,,3700
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Uzbekistan,2010,,4000
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Viet Nam,2010,,4100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea-Bissau,2010,,4200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominican Republic,2010,,4300
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Senegal,2010,,4400
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ukraine,2010,,4500
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Tajikistan,2010,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Kazakhstan,2010,,510
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Venezuela (Bolivarian Republic of),2010,,5300
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cambodia,2010,,5500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cote d'Ivoire,2010,,57000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Liberia,2010,,6400
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Niger,2010,,6500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Democratic Republic of the Congo,2010,,69000
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Myanmar,2010,,7100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iran (Islamic Republic of),2010,,750
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritania,2010,,800
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Indonesia,2010,,8200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Jamaica,2010,,830
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zambia,2010,,84000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Morocco,2010,,850
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sierra Leone,2010,,8500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ethiopia,2010,,86000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Pakistan,2010,,940
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Haiti,2010,,9700
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bolivia (Plurinational State of),2010,,980
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Congo,2010,,9800
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Albania,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Andorra,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Antigua and Barbuda,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Argentina,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Australia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Austria,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bahamas,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Bahrain,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Barbados,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belarus,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belgium,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bhutan,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bosnia and Herzegovina,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Brazil,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Brunei Darussalam,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bulgaria,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cameroon,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Canada,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Central African Republic,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,China,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Colombia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Comoros,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cook Islands,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Croatia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Cyprus,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Czechia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Democratic People's Republic of Korea,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Denmark,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominica,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Equatorial Guinea,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Estonia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Finland,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,France,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Germany,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Greece,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Grenada,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Hungary,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Iceland,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,India,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iraq,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ireland,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Israel,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Italy,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Japan,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Jordan,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Kiribati,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Kuwait,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Latvia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Lebanon,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Lithuania,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Luxembourg,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Maldives,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Malta,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Marshall Islands,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Micronesia (Federated States of),2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Monaco,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Mongolia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Montenegro,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Namibia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Nauru,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Netherlands (Kingdom of the),2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,New Zealand,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Niue,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,North Macedonia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Norway,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Oman,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Palau,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Peru,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Poland,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Portugal,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Qatar,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Republic of Korea,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Romania,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Russian Federation,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Kitts and Nevis,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Lucia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Vincent and the Grenadines,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Samoa,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,San Marino,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sao Tome and Principe,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Saudi Arabia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Serbia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Seychelles,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Singapore,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovakia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovenia,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Solomon Islands,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Spain,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Sri Lanka,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Sweden,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Switzerland,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Syrian Arab Republic,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Türkiye,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Timor-Leste,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tonga,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Trinidad and Tobago,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Turkmenistan,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tuvalu,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,United Arab Emirates,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,United Kingdom of Great Britain and Northern Ireland,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,United States of America,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Vanuatu,2010,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Armenia,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Azerbaijan,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bangladesh,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Cuba,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Egypt,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Fiji,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Georgia,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Kyrgyzstan,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Libya,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritius,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Philippines,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Belize,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Tunisia,2005,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Costa Rica,2005,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Uruguay,2005,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Afghanistan,2005,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Algeria,2005,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cabo Verde,2005,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Chile,2005,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Pakistan,2005,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Suriname,2005,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Kazakhstan,2005,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Republic of Moldova,2005,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Lao People's Democratic Republic,2005,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Paraguay,2005,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Yemen,2005,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,El Salvador,2005,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Malaysia,2005,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Panama,2005,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Tajikistan,2005,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Nicaragua,2005,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guyana,2005,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Haiti,2005,,12000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Benin,2005,,12000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ethiopia,2005,,120000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eswatini,2005,,13000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mozambique,2005,,130000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Malawi,2005,,130000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Djibouti,2005,,1300
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mali,2005,,14000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Togo,2005,,14000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Uganda,2005,,140000
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Uzbekistan,2005,,1400
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,United Republic of Tanzania,2005,,150000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burundi,2005,,16000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Sudan,2005,,17000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Mexico,2005,,1700
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Chad,2005,,18000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zimbabwe,2005,,180000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Nigeria,2005,,180000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gambia,2005,,1800
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Papua New Guinea,2005,,1900
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Lesotho,2005,,20000
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Thailand,2005,,22000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Botswana,2005,,22000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eritrea,2005,,2200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Kenya,2005,,250000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Angola,2005,,26000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burkina Faso,2005,,26000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Sudan,2005,,2600
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guatemala,2005,,2900
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Indonesia,2005,,3000
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Viet Nam,2005,,3100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Rwanda,2005,,32000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Somalia,2005,,3200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Honduras,2005,,3200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Africa,2005,,330000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gabon,2005,,3400
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea-Bissau,2005,,3500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Venezuela (Bolivarian Republic of),2005,,3600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ghana,2005,,37000
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ukraine,2005,,3900
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Senegal,2005,,4300
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominican Republic,2005,,5100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iran (Islamic Republic of),2005,,540
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cambodia,2005,,5400
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Myanmar,2005,,5600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Madagascar,2005,,610
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Morocco,2005,,690
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Liberia,2005,,6900
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Democratic Republic of the Congo,2005,,75000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cote d'Ivoire,2005,,75000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Niger,2005,,7600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sierra Leone,2005,,7900
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritania,2005,,860
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zambia,2005,,95000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bolivia (Plurinational State of),2005,,960
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea,2005,,9600
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Nepal,2005,,970
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Jamaica,2005,,970
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Congo,2005,,9800
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Ecuador,2005,,990
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Albania,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Andorra,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Antigua and Barbuda,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Argentina,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Australia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Austria,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bahamas,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Bahrain,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Barbados,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belarus,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belgium,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bhutan,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bosnia and Herzegovina,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Brazil,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Brunei Darussalam,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bulgaria,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cameroon,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Canada,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Central African Republic,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,China,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Colombia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Comoros,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cook Islands,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Croatia,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Cyprus,2005,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Czechia,2005,,
